circulo,partido,candidato,tipo
Beja,PPD/PSD,Gonçalo Lourenço Palhinhas,suplente
Beja,PPD/PSD,Ana Margarida Batista Carvalhais Morais de Almeida,suplente
Beja,PPD/PSD,Maria do Céu Trindade Caleiro Velez,suplente
Beja,Ergue-te,Francisco José Serrano Faria,efetivo
Beja,Ergue-te,Marcos Manuel Morgado Mendes,efetivo
Beja,Ergue-te,Maria José Palma Lucas,efetivo
Beja,Ergue-te,Maria Pia Penalva de Almeida e Vasconcellos,suplente
Beja,Ergue-te,Bruno Miguel Henriques Vicente,suplente
Beja,Ergue-te,Maria da Conceição Rodrigues Jesus,suplente
Beja,CDS/PP,Francisco Calheiros Lopes de Seixas Palma,efetivo
Beja,CDS/PP,Patrícia Isabel da Silva Pinheiro Sequeira Guerreiro,efetivo
Beja,CDS/PP,Maria Eduarda Mira Cruz Vilhena Nobre,efetivo
Beja,CDS/PP,António Joaquim Abambres Carneiro,suplente
Beja,CDS/PP,Maria Irene de Ascensão Vaz,suplente
Beja,CDS/PP,Rui Miguel Reis Crespim Rodrigues,suplente
Bragança,MPT,Ana Lúcia Sousa Rodrigues Soares Juslino,efetivo
Bragança,MPT,João Paulo Marques,efetivo
Bragança,MPT,Carla Alexandra Soares Pimenta Pereira,efetivo
Bragança,MPT,João Paulo Santos Ribeiro,suplente
Bragança,MPT,Orlanda Jardim Soares Camacho,suplente
Bragança,CDS/PP,António Mário Pegado Lemos de Mendonça,efetivo
Bragança,CDS/PP,Ilda Maria Vaz Teixeira,efetivo
Bragança,CDS/PP,Raul dos Anjos Aleixo,efetivo
Bragança,CDS/PP,José Alberto Gonçalves,suplente
Bragança,CDS/PP,Carla Manuela Amaro Vieira de Castro,suplente
Bragança,CDS/PP,Aníbal Moura Fernandes,suplente
Bragança,IL,Maria Teresa Santos Aguiar,efetivo
Bragança,IL,André Filipe Diegues Fernandes,efetivo
Bragança,IL,Patrícia Maria Gonçalves Silva,efetivo
Bragança,IL,Luís Filipe Azevedo Caldas,suplente
Bragança,IL,Pedro António da Silva Mendes de Almeida,suplente
Bragança,CHEGA,José Júlio Vaz Pires,efetivo
Bragança,CHEGA,Ricardo Daniel Alves Garcia,efetivo
Bragança,CHEGA,Cidália de Fátima Afonso de Almeida Martins,efetivo
Bragança,CHEGA,Filipe Cândido Turiel Rodrigues,suplente
Bragança,CHEGA,Nazaré Olinda Fernandes Baptista,suplente
Bragança,CHEGA,Sofia Raquel dos Santos Diegues,suplente
Bragança,PPD/PSD,Adão José Fonseca Silva,efetivo
Bragança,PPD/PSD,Paulo Jorge Almendra Xavier,efetivo
Bragança,PPD/PSD,Cristina Maria Oliveira Miguel Rodrigues,efetivo
Bragança,PPD/PSD,Paulo Manuel Pereira Rodrigues Pinto,suplente
Bragança,PPD/PSD,Maria José Vieira Teodoro Moreno,suplente
Bragança,PPD/PSD,Ana Rita Braz Lopes,suplente
Bragança,PS,João Alberto Sobrinho Teixeira,efetivo
Bragança,PS,Berta Ferreira Milheiro Nunes,efetivo
Bragança,PS,Jorge Manuel Nogueiro Gomes,efetivo
Bragança,PS,Catarina Afonso Pinto,suplente
Bragança,PS,Tito Emanuel Diogo Sales Resende,suplente
Bragança,PS,Ana Luísa Silva Peleira,suplente
Bragança,BE,André Xavier Ferreira,efetivo
Bragança,BE,Raquel Maria Evaristo Teixeira,efetivo
Bragança,BE,Sandra Teixeira Soares,efetivo
Bragança,BE,Rogério Paulo Esteves Martins,suplente
Bragança,BE,Jóni Micael Bento Ledo,suplente
Bragança,BE,Maria de Fátima Martinez Mendes,suplente
Bragança,PAN,Octávio José Pires,efetivo
Bragança,PAN,Ana Maria Fernandes Pires,efetivo
Bragança,PAN,Anabela Jesus Gomes Araújo,efetivo
Bragança,PAN,Ricardo Óscar Diogo Sales Resende,suplente
Bragança,PAN,Lucinda Maria Lourenço,suplente
Bragança,PAN,Humberto Silva Martins,suplente
Bragança,LIVRE,Maxim Simões Abreu Jaffe,efetivo
Bragança,LIVRE,Alcina Gomes Paiva Bento,efetivo
Bragança,LIVRE,Delfina Micaela Bordalo Bento,efetivo
Bragança,LIVRE,Tiago Neto Afonso Villa de Brito,suplente
Bragança,LIVRE,Joana Raquel Barros Coelho,suplente
Bragança,MAS,Ângela Margarida Carvalho Lima,efetivo
Bragança,MAS,Djamila Maria Amorim de Vasconcelos Gusmão,efetivo
Bragança,MAS,Hugo André Borges Dias,efetivo
Bragança,MAS,Tiago Alexandre Capitão do Vale Rosendo,suplente
Bragança,MAS,Maria José Lopes Gonçalves,suplente
Bragança,MAS,Francisco Manuel Estanislau de Azevedo Rodrigues,suplente
Bragança,R.I.R.,Bruno Jorge Ceriz Carvalho,efetivo
Bragança,R.I.R.,Sandra Maria Bernardo Ramiro,efetivo
Bragança,R.I.R.,Tânia Patrícia Cardoso Ferreira,efetivo
Bragança,R.I.R.,Nuno Miguel Cruz Gomes,suplente
Bragança,R.I.R.,Luísa Maria Fernandes Ceriz,suplente
Bragança,PCP - PEV - CDU,Joana Isabel Pires da Costa Monteiro,efetivo
Bragança,PCP - PEV - CDU,Márcio José Castro Pinheiro,efetivo
Bragança,PCP - PEV - CDU,Manuel Fernando dos Santos Mateus,efetivo
Bragança,PCP - PEV - CDU,Paula Maria Cantarelo Silva,suplente
Bragança,PCP - PEV - CDU,Ernesto Olímpio Lopes,suplente
Bragança,PCP - PEV - CDU,Vera Lúcia Francisco Correia,suplente
Bragança,Ergue-te,Luís Alberto Pereira Gomes Luís,efetivo
Bragança,Ergue-te,Elisabete Susana Borges Pereira,efetivo
Bragança,Ergue-te,Madalena de Utra Machado Pinto Coelho,efetivo
Bragança,Ergue-te,Rui Manuel Ramos de Melo,suplente
Bragança,Ergue-te,Paulo Jorge dos Santos Martinho,suplente
Bragança,Ergue-te,Soraia Patrícia Antunes Baixinho,suplente
Castelo Branco,LIVRE,Maria Stela Correia Lourenço,efetivo
Castelo Branco,LIVRE,Daniel Ricardo Maranhão Santana,efetivo
Castelo Branco,LIVRE,Margarida Isabel Botelho Falcão Paredes,efetivo
Castelo Branco,LIVRE,André Monteiro Pires,efetivo
Castelo Branco,LIVRE,Luís Miguel Galrão Caseiro dos Reis e Moura,suplente
Castelo Branco,LIVRE,Maria Amélia Sá,suplente
Castelo Branco,PAN,Amália Cardoso Rodrigues,efetivo
Castelo Branco,PAN,Fábio João Antunes Marçal,efetivo
Castelo Branco,PAN,Sandra Geraldes Rodrigues Alves,efetivo
Castelo Branco,PAN,Sérgio Filipe Gonçalves Lourenço,efetivo
Castelo Branco,PAN,Dina Cláudia Vaz Fradinho,suplente
Castelo Branco,PAN,Cristiana Antunes Pereira,suplente
Castelo Branco,CDS/PP,Maria Inês Fraústo Correia Vieira Moreira,efetivo
Castelo Branco,CDS/PP,Rui Pedro Gonçalves Mateus,efetivo
Castelo Branco,CDS/PP,António José Moreno Dias Pires,efetivo
Castelo Branco,CDS/PP,Lúcia Maria Anacleto Torres Ribeiro,efetivo
Castelo Branco,CDS/PP,Aires Lino Almeida Patrício,suplente
Castelo Branco,CDS/PP,Martim Carvalho Duarte Bidarra Felizol,suplente
Castelo Branco,CDS/PP,Maria Teresa Fraústo Diogo Correia,suplente
Castelo Branco,CDS/PP,Miguel Botelho Gomes Barbosa,suplente
Castelo Branco,BE,Cristina Maria Borges dos Santos da Silva Guedes,efetivo
Castelo Branco,BE,Sónia Alexandra Lourenço de Brito Reis,efetivo
Castelo Branco,BE,Rui Pedro Lopes Beato,efetivo
Castelo Branco,BE,Nuno Alexandre Ramos Costa,efetivo
Castelo Branco,BE,Sílvio José Geraldes Lopes,suplente
Castelo Branco,BE,Teresa Maria Gonçalves Silvestre,suplente
Castelo Branco,BE,Catarina Marques Taborda,suplente
Castelo Branco,Ergue-te,Jorge Vítor Gonçalves Torres,efetivo
Castelo Branco,Ergue-te,Rui Miguel Levita Martins Monforte,efetivo
Castelo Branco,Ergue-te,Maria da Conceição da Silva Guerreira,efetivo
Castelo Branco,Ergue-te,Álvaro Fernando do Rosário Valverde,efetivo
Castelo Branco,Ergue-te,Maria Manuela Martins de Sousa,suplente
Castelo Branco,Ergue-te,Joana Filipa Rosa Silva,suplente
Castelo Branco,Ergue-te,Valério Vitorino Pereira Pinto,suplente
Castelo Branco,Ergue-te,Carla Maria Vila Verde Dias Lajes,suplente
Castelo Branco,"Nós, Cidadãos!",Isaura França do Nascimento Costa,efetivo
Castelo Branco,"Nós, Cidadãos!",Maria João Furtado Pereira,efetivo
Castelo Branco,"Nós, Cidadãos!",José Alberto Lagiosa Figueiredo,efetivo
Castelo Branco,"Nós, Cidadãos!",Pedro Filomeno Venâncio Correia,efetivo
Castelo Branco,"Nós, Cidadãos!",Rui Manuel dos Santos Teixeira da Silva,suplente
Castelo Branco,"Nós, Cidadãos!",Catarina Ferreira Duarte dos Santos Gonçalves,suplente
Castelo Branco,PCTP/MRPP,José Albino Alves Marrucho,efetivo
Castelo Branco,PCTP/MRPP,Rosária do Carmo Lourenço Batista,efetivo
Castelo Branco,PCTP/MRPP,Manuel Jorge Honório de Carvalho,efetivo
Castelo Branco,PCTP/MRPP,António Paulo Batista Delgado,efetivo
Castelo Branco,PCTP/MRPP,Adriana Batista Carvalho,suplente
Castelo Branco,PCTP/MRPP,Luísa Maria Honório de Carvalho,suplente
Castelo Branco,MPT,Álvaro José Vieira Lopes,efetivo
Castelo Branco,MPT,José Luís Fernandes Figueiral,efetivo
Castelo Branco,MPT,Aldo Moreira Santos Graça,efetivo
Castelo Branco,MPT,António Rodrigues Justino,efetivo
Castelo Branco,MPT,Alice Bastos Rodrigues Azenha,suplente
Castelo Branco,MPT,Bárbara Silva Lopes,suplente
Castelo Branco,PS,Ana Maria Pereira Abrunhosa Trigueiros de Aragão,efetivo
Castelo Branco,PS,João Paulo Marçal Lopes Catarino,efetivo
Castelo Branco,PS,Nuno Jorge Cardona Fazenda de Almeida,efetivo
Castelo Branco,PS,Paula Maria Fernandes Custódio Reis,efetivo
Castelo Branco,PS,Tiago Soares Monteiro,suplente
Castelo Branco,PS,José Pedro Leitão Ferreira,suplente
Castelo Branco,PS,Idalina Jorge Gonçalves da Costa,suplente
Castelo Branco,PS,Sofia Isabel Dias de Carvalho Proença Fernandes de Cavalheiro,suplente
Castelo Branco,IL,Diogo Manuel Raposo Oliveira,efetivo
Castelo Branco,IL,Miguel João Fernandes Garcia,efetivo
Castelo Branco,IL,Inês João Azevedo Gouveia Leitão,efetivo
Castelo Branco,IL,Pedro Miguel da Silva Roque,efetivo
Castelo Branco,IL,Ana Beatriz Rodrigues Correia,suplente
Castelo Branco,IL,António Manuel dos Santos Bastos Barbosa da Fonseca,suplente
Castelo Branco,IL,Carolina Cristóvão Louro,suplente
Castelo Branco,PCP - PEV - CDU,Jorge Manuel Roque Batista Fael,efetivo
Castelo Branco,PCP - PEV - CDU,Ana Maria Ramos Pinto Leitão,efetivo
Castelo Branco,PCP - PEV - CDU,Margarida Monteiro Gavinhos Martins Pacheco,efetivo
Castelo Branco,PCP - PEV - CDU,Eduardo Abrantes Machado,efetivo
Castelo Branco,PCP - PEV - CDU,Ema Pereira Gomes,suplente
Castelo Branco,PCP - PEV - CDU,José Alberto Pires Gonçalves,suplente
Castelo Branco,PCP - PEV - CDU,Ângela Mafalda Fernandes Bento,suplente
Castelo Branco,PCP - PEV - CDU,João Fazendas,suplente
Castelo Branco,R.I.R.,Jorge Manuel da Costa de Azevedo,efetivo
Castelo Branco,R.I.R.,Maria João dos Santos Guerra,efetivo
Castelo Branco,R.I.R.,Hugo Filipe Dias Almeida,efetivo
Castelo Branco,R.I.R.,Beatriz Valente Antunes,efetivo
Castelo Branco,R.I.R.,David Martins Calvo Sandoval,suplente
Castelo Branco,R.I.R.,Soraia Daniela Tavares Gonçalves,suplente
Castelo Branco,R.I.R.,Leonardo José Almeida Farinha,suplente
Castelo Branco,MAS,Anabela Marques Sobrinho,efetivo
Castelo Branco,MAS,Ana Maria de Jesus Monteiro,efetivo
Castelo Branco,MAS,José Daniel Marques Ferreira,efetivo
Castelo Branco,MAS,Maria Helena Natário Teixeira,efetivo
Castelo Branco,MAS,Miguel Gustavo de Matos Pais Neves Dantas,suplente
Castelo Branco,MAS,Maria Helena de Freitas Alves Fardilha Beja Lopes,suplente
Castelo Branco,PTP,Fernando Barata Joaquim,efetivo
Castelo Branco,PTP,Maria Fernanda Fernandes Ferreira de Sousa,efetivo
Castelo Branco,PTP,João Dias Vargas,efetivo
Castelo Branco,PTP,Maria Caldeira Maior de Abreu,efetivo
Castelo Branco,PTP,Duarte Flores Berguilha,suplente
Castelo Branco,PTP,Ana Soraia Chaves de Barros,suplente
Castelo Branco,ADN,Dora Cristina Pego Lontro,efetivo
Castelo Branco,ADN,Rafael Esteves Saraiva,efetivo
Castelo Branco,ADN,Paulo Jorge Cortesão Lopes,efetivo
Castelo Branco,ADN,Lígia Ribeiro Pinto,efetivo
Castelo Branco,ADN,Carlos Rafael Maricato Fernandes,suplente
Castelo Branco,ADN,Almerinda Machado Custódio Lontro,suplente
Castelo Branco,CHEGA,João Filipe Dias Ribeiro,efetivo
Castelo Branco,CHEGA,Cátia Filipa Vicente Pinto,efetivo
Castelo Branco,CHEGA,Paulo Jorge de Carvalho Mendes,efetivo
Castelo Branco,CHEGA,Maria da Conceição Martins Pereira,efetivo
Castelo Branco,CHEGA,Pedro Miguel Antunes Dias de Jesus,suplente
Castelo Branco,CHEGA,Micaela Cristina da Costa Canilho Belo,suplente
Castelo Branco,CHEGA,Fernando António Nobre Rosa,suplente
Castelo Branco,PPD/PSD,Cláudia Sofia Farinha André,efetivo
Castelo Branco,PPD/PSD,Álvaro Manuel Reis Batista,efetivo
Castelo Branco,PPD/PSD,Susana Sequeira Salvado,efetivo
Castelo Branco,PPD/PSD,Diogo Serras Baptista dos Santos,efetivo
Castelo Branco,PPD/PSD,Norberto Miguel Cabral Bernardo,suplente
Castelo Branco,PPD/PSD,Gisela Mateus Martins,suplente
Castelo Branco,PPD/PSD,João Tiago Meruje Matias,suplente
Castelo Branco,PPD/PSD,Maria de Lourdes Borges Póvoa Pombo Costa,suplente
Évora,R.I.R.,Luís Manuel Botas Eustáquio,efetivo
Évora,R.I.R.,Carlos Manuel Pinheiro Dias,efetivo
Évora,R.I.R.,Sílvia Isabel Cardoso Tavares Consciência,efetivo
Évora,R.I.R.,João Manuel Buinho Coimbra,suplente
Évora,R.I.R.,Carlos Manuel Augusto Menezes,suplente
Évora,R.I.R.,Paula Cristina Cachucho Ramos Pena,suplente
Évora,PS,Luís Manuel Capoulas Santos,efetivo
Évora,PS,Norberto António Lopes Patinho,efetivo
Évora,PS,Carmen de Jesus Geraldo Carvalheira,efetivo
Évora,PS,Cátia Alexandra Sousa Silva,suplente
Évora,PS,Tiago Miguel Sapateiro Capitão Pardal,suplente
Évora,PS,Maria Clara Pimenta Martins Safara,suplente
Évora,CHEGA,Edalberto Tomás Macau Fitas Figueiredo,efetivo
Évora,CHEGA,Carlos Magno Valença Ferreira Walter de Magalhães,efetivo
Évora,CHEGA,Ana Inês Martins Esquível Pereira,efetivo
Évora,CHEGA,Maria da Conceição de Osório Barbedo Marques Roma,suplente
Évora,CHEGA,David João Nunes Cebola,suplente
Évora,CHEGA,Daniela Alexandra Rodrigues Serrano,suplente
Évora,PCP - PEV - CDU,João Guilherme Ramos Rosa de Oliveira,efetivo
Évora,PCP - PEV - CDU,Sara Luísa Dimas Fernandes,efetivo
Évora,PCP - PEV - CDU,Noel Alexandre Fontes Moreira,efetivo
Évora,PCP - PEV - CDU,Maria da Graça Duarte Nascimento,suplente
Évora,PCP - PEV - CDU,Sandra Maria Marques Serra Alpiarça,suplente
Évora,PCP - PEV - CDU,Rui Jorge Felício Palminhas,suplente
Évora,Volt Portugal,António Coelho Bernardes de Souza,efetivo
Évora,Volt Portugal,Tiago Batista Romão,efetivo
Évora,Volt Portugal,Filipa Chagas Preto,efetivo
Évora,Volt Portugal,Rosária Maria Correia Carreiro,suplente
Évora,Volt Portugal,Renato Rocha Bernardes de Souza,suplente
Évora,PPD/PSD,Sónia Cristina Silva dos Ramos,efetivo
Évora,PPD/PSD,Francisco Maria Gonçalves Lopes Figueira,efetivo
Évora,PPD/PSD,João Carlos de Carvalho Branco Perdigão Marquês,efetivo
Évora,PPD/PSD,Francisca Maria Rosado da Silva de Sousa,suplente
Évora,PPD/PSD,Luís Maria Nunes Dos Santos,suplente
Évora,PPD/PSD,Mónica Cristina Alegrias Lobo,suplente
Évora,PTP,Carlos Manuel Vasques Moreira,efetivo
Évora,PTP,Paloma Vanessa Cabeça Lopes,efetivo
Évora,PTP,Maria Violeta Gomes Mendonça,efetivo
Évora,PTP,Carlos Jorge da Silva Cruz,suplente
Évora,PTP,Zulmira Silveira Cabeça,suplente
Évora,PAN,Maria Alexandra Mendes Gil dos Reis Moreira,efetivo
Évora,PAN,Fernando José Ribeiro Lemos de Oliveira,efetivo
Évora,PAN,Laura Sofia Tavares Chaves Costa,efetivo
Évora,PAN,Flávio Miguel dos Santos Andrade,suplente
Évora,PAN,Raquel Pereira Paula Gonçalves,suplente
Évora,Ergue-te,Carlos José Martelo Pagará,efetivo
Évora,Ergue-te,Ana Maria Santana Pereira Correia,efetivo
Évora,Ergue-te,Paulo Jorge Gonçalves Pereira,efetivo
Évora,Ergue-te,Carla Cristina Lopes Rosa Martinho,suplente
Évora,Ergue-te,Alexandre José Nunes Camossa de Fontes,suplente
Évora,Ergue-te,Carla Rute Ramalho Primo Carrapiço,suplente
Évora,MAS,Maria Manuela Aniceto Almeida,efetivo
Évora,MAS,Violante Maria Letras Cavaco Engrácia,efetivo
Évora,MAS,Daniel Salvado Santos de Oliveira Garcia,efetivo
Évora,MAS,Daniela Cristina Anico Gazimba Bacalhau,suplente
Évora,MAS,Carlos Manuel Ferreira,suplente
Évora,IL,Maria João Escada Cardoso Cabral,efetivo
Évora,IL,David Firmino Aparício Dias,efetivo
Évora,IL,Raquel Andreia D’Almeida Mendonça de Araújo,efetivo
Évora,IL,Mónica Alexandra Freire Cardoso de Mira,suplente
Évora,IL,João Francisco Marques Serra Pita Soares,suplente
Évora,IL,Fernando Manuel Costa Matos Pinto,suplente
Évora,LIVRE,Maria da Glória Capela Tomás Cebola de Almeida Franco,efetivo
Évora,LIVRE,Jorge Manuel Henriques Martinho,efetivo
Évora,LIVRE,Lúcia Maria Passinhas Janeiro,efetivo
Évora,LIVRE,Francisco José Soares da Cruz,suplente
Évora,LIVRE,José Severino de Sousa Osório,suplente
Évora,MPT,João Paulo Moreira Borreicho,efetivo
Évora,MPT,Luís Miguel Guerra Godinho,efetivo
Évora,MPT,Maria Albertina Pereira da Silva Fernandes,efetivo
Évora,MPT,Humberto Manuel dos Reis Fernandes,suplente
Évora,MPT,Adosinda Maria Coelho Cardoso Almeida,suplente
Évora,BE,Bruno Manuel dos Santos Martins,efetivo
Évora,BE,Joana de Sousa Santos Micaelo,efetivo
Évora,BE,Sandra Marina de Sousa Gonçalves Dias,efetivo
Évora,BE,Pedro Miguel Nunes Ferreira,suplente
Évora,BE,Linda Inês Pinheiro Assunção,suplente
Évora,BE,Joaquim Manuel Calado Merca,suplente
Évora,CDS/PP,Ana Maria Ferreira da Silva da Costa Freitas,efetivo
Évora,CDS/PP,Carlos António Mateus Gomes,efetivo
Évora,CDS/PP,Raquel Maudslay Costa Carreira,efetivo
Évora,CDS/PP,António Luis Pinto Xavier,suplente
Évora,CDS/PP,Rita Batista Santana,suplente
Évora,CDS/PP,Diogo Miguel Perdigão Amélio,suplente
Faro,PPD/PSD,Luís Filipe Soromenho Gomes,efetivo
Faro,PPD/PSD,Rui Celestino dos Santos Cristina,efetivo
Faro,PPD/PSD,Ofélia Isabel Andrés da Conceição Ramos,efetivo
Faro,PPD/PSD,Dinis Manuel da Palma Faísca,efetivo
Faro,PPD/PSD,Álvaro José Martins Viegas,efetivo
Faro,PPD/PSD,Helena Maria Palhota Dias Simões,efetivo
Faro,PPD/PSD,Bruno Sousa Costa,efetivo
Faro,PPD/PSD,Tiago Alexandre Godinho Mateus,efetivo
Faro,PPD/PSD,Inês Tamissa de Barros,efetivo
Faro,PPD/PSD,Maria Paula Guerreiro Teixeira Carrusca,suplente
Faro,PPD/PSD,Carlos Jorge Matias Gonçalves Baía,suplente
Faro,PPD/PSD,Sílvia Maria Tomé de Sousa Revés,suplente
Faro,PPD/PSD,Paula Alexandra Xavier Alves de Freitas,suplente
Faro,PPD/PSD,Joaquim José Martins Cabrita,suplente
Faro,PCP - PEV - CDU,Catarina Alexandra Matos Marques,efetivo
Faro,PCP - PEV - CDU,Mário Rodrigo de Sousa Cunha,efetivo
Faro,PCP - PEV - CDU,Joana Catarina Quintanova Sanches,efetivo
Faro,PCP - PEV - CDU,João Carlos Rodrigues Correia,efetivo
Faro,PCP - PEV - CDU,Maria Paula Andrade Santos Vilallonga,efetivo
Faro,PCP - PEV - CDU,Maria Clara Vieira de Andrade,efetivo
Faro,PCP - PEV - CDU,Nelson Capela Trindade,efetivo
Faro,PCP - PEV - CDU,João Carlos Guerreiro Jesus,efetivo
Faro,PCP - PEV - CDU,Maria Matilde Barão Afonso Mendonça,efetivo
Faro,PCP - PEV - CDU,Luís Renato Seixas Terra Fagundes,suplente
Faro,PCP - PEV - CDU,Vergílio Fernandes Frade Ambrósio,suplente
Faro,PCP - PEV - CDU,Lígia de Fátima Caldeira Martins,suplente
Faro,PCP - PEV - CDU,Adriana Isabel Rodrigues González Cavaco,suplente
Faro,PCP - PEV - CDU,Afonso André Ferreira,suplente
Faro,PTP,Henrique Manuel Albuquerque de Seixas,efetivo
Faro,PTP,Isaías Montes Fonseca,efetivo
Faro,PTP,Vanda Andreia de Jesus Flores,efetivo
Faro,PTP,Vicente Paulo Prudêncio Rim,efetivo
Faro,PTP,Assunção de Jesus Nunes Fernandes,efetivo
Faro,PTP,Miguel Jorge Valente do Rego,efetivo
Faro,PTP,Leonardo Monte Serrano,efetivo
Faro,PTP,Climénia de Jesus Ribeiro da Conceição,efetivo
Faro,PTP,Joaquim Guerreiro Cortes,efetivo
Faro,PTP,André Horácio Monteiro Cardoso,suplente
Faro,PTP,Teresa Moisés Lopes,suplente
Faro,Ergue-te,Fábio José Rosa Fatal,efetivo
Faro,Ergue-te,Carlos Filipe Marreiros da Luz,efetivo
Faro,Ergue-te,Ana Paula Ferreira Nunes Carrega Rocha,efetivo
Faro,Ergue-te,Maria Filipa Matoso Leiria Pinto Simões de Carvalho,efetivo
Faro,Ergue-te,Luís Pedro Moreira Varela,efetivo
Faro,Ergue-te,Francisco Miguel dos Santos Ramos Vilaça Lopes,efetivo
Faro,Ergue-te,Sandra Cristina Madeira Reis,efetivo
Faro,Ergue-te,Graça Maria Marques Fernandes Rodrigues Costa,efetivo
Faro,Ergue-te,Cláudio Alexandre Souto da Silva da Cruz Cebola,efetivo
Faro,Ergue-te,José Miguel Palma Lucas dos Santos Rosado,suplente
Faro,Ergue-te,Maria Júlia Mesquita de Almeida Santos Ribeiro,suplente
Faro,Ergue-te,Vítor Manuel da Silva Matias Bravo,suplente
Faro,R.I.R.,Rui Pedro Roupa Curado,efetivo
Faro,R.I.R.,Davide Miguel Reis Romeira,efetivo
Faro,R.I.R.,Elsa Maria Amaro Reis,efetivo
Faro,R.I.R.,João Ruben Jerónimo Rocha e Silva,efetivo
Faro,R.I.R.,Hugo Miguel Caetano Estrela,efetivo
Faro,R.I.R.,Sílvia Cristina de Sousa Brazinha,efetivo
Faro,R.I.R.,Dionísio Miguel Rodrigues Soares,efetivo
Faro,R.I.R.,Diamantino José de Sousa Coelho,efetivo
Faro,R.I.R.,Joana Sofia Rodrigues Gomes,efetivo
Faro,R.I.R.,Miguel Filipe Guerreiro dos Santos,suplente
Faro,R.I.R.,Suzana Alexandra Lourenço,suplente
Faro,MAS,João Manuel Madeira Frota Antunes,efetivo
Faro,MAS,Sofia Glória Veríssimo Silva Ganhão,efetivo
Faro,MAS,Flávia Severino Polido,efetivo
Faro,MAS,Hugo André Alves Bastos,efetivo
Faro,MAS,Maria da Conceição Nunes de Oliveira Serrano,efetivo
Faro,MAS,João António Pina Fernandes,efetivo
Faro,MAS,Ana Rita Gonçalves de Almeida,efetivo
Faro,MAS,Miguel Nuno Freire de Vasconcelos Gusmão,efetivo
Faro,MAS,Eduardo Nuno de Oliveira Garcia,efetivo
Faro,MAS,Cristina Pilar Duro Fernandes Pina,suplente
Faro,MAS,António Baltazar Gomes,suplente
Faro,CDS/PP,José Pedro da Silva Caçorinho,efetivo
Faro,CDS/PP,Monica Sofia Guedes Ferreira,efetivo
Faro,CDS/PP,Manuel Afonso de Lousada Moreira,efetivo
Faro,CDS/PP,Margarida Alexandra Manita Pereira da Cruz Andrade Gouveia,efetivo
Faro,CDS/PP,Vasco da Silva Costa Barata Feio,efetivo
Faro,CDS/PP,Isilda Maria Mendes Guerreiro,efetivo
Faro,CDS/PP,António Augusto Braz da Paz,efetivo
Faro,CDS/PP,Maria da Conceição Grade de Sousa Piscarreta,efetivo
Faro,CDS/PP,Luís Matias Afonso,efetivo
Faro,CDS/PP,Davide Avison Afonso,suplente
Faro,CDS/PP,Carolina da Almeida Soto de Assis,suplente
Faro,CDS/PP,Maria do Rosário da Silva Viana,suplente
Faro,CDS/PP,Hélder dos Santos Pinto,suplente
Faro,CDS/PP,Marta Patrícia Gonçalves Marques Caetano,suplente
Faro,MPT,Manuel Eurico dos Santos Mestre,efetivo
Faro,MPT,Filipe Gonçalo Schneider Hidalgo do Nascimento,efetivo
Faro,MPT,Catarina Fernandes Furtado,efetivo
Faro,MPT,José Manuel Pinheirinho Mestre,efetivo
Faro,MPT,Maria Catarina Encarnação Correia,efetivo
Faro,MPT,Tiago André de Assunção Gomes,efetivo
Faro,MPT,Paula Margarida dos Santos Mestre e Sousa,efetivo
Faro,MPT,Bruno Miguel Santos Garcia,efetivo
Faro,MPT,Maria Inês Pinheirinho Mestre,efetivo
Faro,MPT,José Manuel dos Mártires Mestre,suplente
